industry,industry_rank,anchor_store_rank,entity_path,business_date,enterprise_id,enterprise_name,store_id,region_name,store_name,task_id,job_id,headcount,total_headcount,original_headcount,required_health_card,demand_count,attendance_count,headcount_gap,shortage_group_count
商超,3,2,J市嘉木商超门店,2026-05-09,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_043543,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-09,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_391389,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-09,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_495695,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-09,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_379949,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-09,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_860072,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-09,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_625337,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-09,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_709051,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-09,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_495695,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-09,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_043543,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-09,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_860072,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-09,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_391389,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-09,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_517563,0,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-09,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_625337,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_227104,0,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_391389,0,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_043543,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_391389,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_227104,0,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_227104,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_278560,2,2,2,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_227104,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_495695,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_820894,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_227104,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_391389,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_860072,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_778489,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_399817,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_363393,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_278560,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_391389,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_625337,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_227104,0,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_860072,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_227104,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_227104,0,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_495695,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_860072,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_391389,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_391389,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_391389,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_043543,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_278560,2,2,2,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_517563,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_227104,0,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_043543,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_391389,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_860072,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_517563,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_278560,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_227104,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_517563,0,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_778489,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_860072,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_860072,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_399817,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_625337,4,4,4,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_517563,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_517563,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_517563,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_625337,0,4,4,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_270146,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_227104,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_399817,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_625337,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_860072,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_379949,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_625337,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_391389,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_860072,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_227104,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_778489,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_379949,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_709051,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_043543,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_391389,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_391389,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_860072,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_517563,0,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_860072,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_860072,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_278560,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_043543,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_517563,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_820894,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_860072,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_079263,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_391389,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_391389,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_278560,3,3,3,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_778489,0,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_227104,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_227104,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_625337,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_625337,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_391389,0,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_860072,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_860072,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_625337,0,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_625337,4,4,4,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_270146,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_391389,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_379949,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_517563,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_860072,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_363393,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_399817,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_391389,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_043543,0,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_391389,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_860072,0,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_391389,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_227104,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_043543,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_227104,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_517563,0,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_278560,2,2,2,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_399817,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-11,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_043543,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-12,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_860072,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-12,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_391389,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-12,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_517563,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-12,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_860072,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-12,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_860072,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-12,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_399817,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-12,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_517563,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-12,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_625337,4,4,4,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-12,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_043543,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-12,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_399817,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-12,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_391389,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-12,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_625337,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-12,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_227104,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-12,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_860072,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-12,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_278560,2,2,2,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-12,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_227104,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-12,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_820894,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-12,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_517563,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-12,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_363393,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-12,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_860072,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-12,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_778489,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-12,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_625337,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-12,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_860072,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-12,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_278560,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-12,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_043543,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-12,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_517563,0,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-12,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_391389,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-12,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_517563,0,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-12,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_495695,1,1,1,否,0,0,0,0
商超,3,2,J市嘉木商超门店,2026-05-12,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,,job_ref_391389,1,1,1,否,0,0,0,0
